SMILES,pIC50
COC1=CC(N(CC2=CC(F)=CC=C2)C(NCCCN3C=NC=C3C)=S)=CC=C1OC,8.468521083
COC1=CC=C(N(C(NCCCN2C=NC=C2C)=S)CC3=CC=CC(Cl)=C3)C=C1OC,8.455931956
COC1=CC=C(N(CC2=CC=C(F)C=C2)C(NCCCN3C=NC=C3C)=S)C=C1OC,8.886056648
COC1=CC=C(N(C(NCCCN2C=NC=C2C)=S)CC3=CC=C(Cl)C=C3)C=C1OC,8.283996656
COC1=CC=C(N(CC2=CC=CN=C2)C(NCCCN3C=NC=C3C)=S)C=C1OC,8.26760624
COC1=CC=C(N(CC2=CC=NC=C2)C(NCCCN3C=NC=C3C)=S)C=C1OC,8.251811973
COC1=CC=C(NC(NCCCN2C=NC=C2C)=O)C=C1OC,6.790484985
COC1=CC=C(N(C)C(NCCCN2C=NC=C2C)=O)C=C1OC,7.104025268
COC1=CC=C(N(CC)C(NCCCN2C=NC=C2C)=O)C=C1OC,7.568636236
COC1=CC=C(N(C(C)C)C(NCCCN2C=NC=C2C)=O)C=C1OC,7.756961951
COC1=CC=C(N(CC(C)C)C(NCCCN2C=NC=C2C)=O)C=C1OC,8.119186408
COC1=CC=C(N(CC2CCCC2)C(NCCCN3C=NC=C3C)=O)C=C1OC,8.207608311
COC1=CC=C(N(C2CC2)C(NCCCN3C=NC=C3C)=O)C=C1OC,7.41453927
COC1=CC=C(N(C2CCC2)C(NCCCN3C=NC=C3C)=O)C=C1OC,7.576754126
COC1=CC=C(N(C2CCCC2)C(NCCCN3C=NC=C3C)=O)C=C1OC,7.71219827
COC1=CC=C(N(C2CCCCC2)C(NCCCN3C=NC=C3C)=O)C=C1OC,8.346787486
COC1=CC=C(N(CC2=CC=CC=C2)C(NCCCN3C=NC=C3C)=O)C=C1OC,7.876148359
COC1=CC(N(CC2=CC(F)=CC=C2)C(NCCCN3C=NC=C3C)=O)=CC=C1OC,7.688246139
COC1=CC=C(N(C(NCCCN2C=NC=C2C)=O)CC3=CC=CC(Cl)=C3)C=C1OC,7.88941029
COC1=CC=C(N(CC2=CC=C(F)C=C2)C(NCCCN3C=NC=C3C)=O)C=C1OC,8.408935393
COC1=CC=C(N(C(NCCCN2C=NC=C2C)=O)CC3=CC=C(Cl)C=C3)C=C1OC,7.903089987
COC1=CC=C(N(CC2=CC=CN=C2)C(NCCCN3C=NC=C3C)=O)C=C1OC,8.060480747
COC1=C(OC)C=CC(N(C(NCCCN2C=NC=C2C)=O)CC3=CC=C(F)N=C3)=C1,7.514278574
O=C(N(CC1=CC=C(Cl)N=C1)C2=CC(OC)=C(OC)C=C2)NCCCN3C=NC=C3C,7.488116639
CC1=CN=CN1CCCNC(N(CC2=CC=C(N)N=C2)C3=CC=C(OC)C(OC)=C3)=O,7.628932138
COC1=CC=C(N(CC2=CC=NC=C2)C(NCCCN3C=NC=C3C)=O)C=C1OC,7.958607315
CC1=CN=CN1CCCNC(N(CC2=CC=NC(N)=C2)C3=CC=C(OC)C(OC)=C3)=O,7.754487332
COC1=CC=C(N(CCC2=CC=NC(N)=C2)C(NCCCN3C=NC=C3C)=O)C=C1OC,7.432973634
COC1=CC=C(N(CCCCC2=CC=NC(N)=C2)C(NCCCN3C=NC=C3C)=O)C=C1OC,8.443697499
COC1=CC=C(N(CCCCC2=CC=NC(NCCN)=C2)C(NCCCN3C=NC=C3C)=O)C=C1OC,8.795880017
COC1=CC=C(N(C2=CC=CC=C2)C(NCCCN3C=NC=C3C)=O)C=C1OC,7.031517051
CC1=CN=CN1CCCNC(N(C2=NC=CO2)C3=CC=C(OC)C(OC)=C3)=O,7.15739076
COC1=CC=C(N(C2=NC=CS2)C(NCCCN3C=NC=C3C)=O)C=C1OC,7.005243055
COC1=CC=C(N(C2CCNCC2)C(NCCCN3C=NC=C3C)=O)C=C1OC,8.086186148
COC1=CC=C(N(C(NCCCN2C=NC=C2C)=O)C3CCN(C)CC3)C=C1OC,8.214670165
CC1=CN=CN1CCCNC(N(C2CCN(CC)CC2)C3=CC(OC)=C(OC)C=C3)=O,7.091514981
CC1=CN=CN1CCCNC(N(C2CCN(C(C)=O)CC2)C3=CC=C(OC)C(OC)=C3)=O,7.268411235
COC1=C(OC)C=CC(N(C(NCCCN2C=NC=C2C)=O)C3CCN(C4=CC=CC=C4)CC3)=C1,7.785156152
COC1=CC=C(N(C2CCN(CC3=CC=CC=C3)CC2)C(NCCCN4C=NC=C4C)=O)C=C1OC,8.124938737
COC1=CC=C(N(C2CCN(CC3=CC=C(F)C=C3)CC2)C(NCCCN4C=NC=C4C)=O)C=C1OC,7.866461092
CC1=CN=CN1CCCNC(N(C2CCN(CC3=CC=CN=C3)CC2)C4=CC=C(OC)C(OC)=C4)=O,7.632644079
COC1=CC=C(N(CCN2CCNCC2)C(NCCCN3C=NC=C3C)=O)C=C1OC,7.823908741
COC1=CC=C(N(CCN2CCOCC2)C(NCCCN3C=NC=C3C)=O)C=C1OC,7.602059991
O=C(NCCCN1C(C)=CN=C1)CC2=CC=C(OC)C(OC)=C2,6.73754891
O=C(NCCCN1C(C)=CN=C1)C(C)C2=CC=C(OC)C(OC)=C2,6.950781977
O=C(NCCCN1C(C)=CN=C1)C(C)(C)C2=CC=C(OC)C(OC)=C2,7.111820506
O=C(NCCCN1C(C)=CN=C1)C2(CC2)C3=CC=C(OC)C(OC)=C3,7.614393726
O=C(NCCCN1C(C)=CN=C1)C2(CCC2)C3=CC=C(OC)C(OC)=C3,7.43062609
O=C(NCCCN1C(C)=CN=C1)C2(CCCC2)C3=CC=C(OC)C(OC)=C3,7.640164518
O=C(NCCCN1C(C)=CN=C1)C2(CCCCC2)C3=CC=C(OC)C(OC)=C3,7.110698297
O=C(NCCCN1C(C)=CN=C1)C(CC2=CC=CC=C2)C3=CC=C(OC)C(OC)=C3,7.408935393
O=C(NCCCN1C(C)=CN=C1)C(CC2=CN=CC=C2)C3=CC=C(OC)C(OC)=C3,7.088309841
COC1=C(OC)C=CC(SCC(S2)=NN=C2C(C=C3)=CC4=C3NC=N4)=C1,7.319664487
O=C(NC[C@H]1C2=CC=C(OCCC)C=C2)N1C(C=C3)=CC4=C3NC=N4,7.537602002
CN1C(C2CCN(C3=NC=CC=C3C4=CN=C(F)C=C4)CC2)=NN=C1,7.777283529
